gender,race/ethnicity,parental level of education,lunch,test preparation course,,m1 score,physics score,m2 score,m3 score,DS score,CO score,LD score,SOM score,ED score,OS-1 score,OS-2 score,MICRO-1score,MICRO-2 score,Chemistry score,EC score,Electrical SCi score,C++ score,Java score,OR Score,IM score,SUB1,SUB2,SUB3,SUB4,SUB5,SUB6,SUB7,SUB8,SUB9,SUB10,SUB11,SUB12,SUB13,SUB14,SUB15,SUB16,SUB17,SUB18,SUB19,SUB20,SUB21,SUB22,SUB23,SUB24,SUB25,SUB26,SUB27,SUB28,SUB29,SUB30,SUB31,Result2,Result
female,group C,some college,standard,none,82,90,94,80,64,43,44,38,89,74,73,100,52,72,83,61,93,77,74,71,75,96,88,92,69,37,85,86,44,100,52,42,83,76,42,50,37,80,37,42,65,69,57,50,98,73,38,53,70,40,37,37,6,5
male,group C,some college,standard,none,61,61,62,52,41,68,47,88,69,51,92,65,49,46,39,72,65,78,82,86,86,44,78,89,84,62,41,91,88,69,77,97,93,94,90,48,88,98,79,53,39,51,98,43,45,55,47,83,54,100,98,63,6,6
male,group A,some college,free/reduced,none,28,23,19,83,76,51,48,97,59,94,59,70,72,92,35,67,61,60,61,68,47,37,78,85,36,68,39,62,87,96,76,90,80,42,54,70,81,36,79,97,38,58,43,39,68,69,67,57,97,73,47,92,6,7
male,group C,associate's degree,standard,completed,82,75,77,96,64,38,68,35,96,43,69,70,76,98,80,73,38,42,78,55,76,57,87,100,63,88,99,46,95,94,98,49,73,93,84,52,81,43,53,49,78,90,47,93,98,74,79,59,66,84,87,50,7,8
female,group B,some high school,standard,none,41,55,51,38,69,71,67,73,94,95,94,92,81,75,85,83,89,50,38,75,94,98,75,56,35,91,95,52,35,67,50,66,69,88,65,53,96,82,67,45,54,80,59,91,78,99,91,47,40,76,99,86,7,9
male,group C,high school,standard,none,71,60,61,43,91,54,93,62,56,89,77,40,56,98,99,66,59,83,83,37,64,97,87,67,45,41,68,69,71,51,37,68,56,43,72,37,49,47,96,48,38,43,96,71,62,93,97,87,46,68,83,100,6,0
male,group C,associate's degree,standard,none,47,37,35,100,88,100,66,91,66,44,64,62,63,51,53,38,87,48,54,68,44,43,42,96,42,73,38,36,82,56,42,73,56,66,72,47,75,57,95,76,91,83,87,79,90,41,56,87,81,95,37,70,6,1
male,group E,associate's degree,standard,completed,62,56,53,87,66,64,86,58,71,85,54,49,49,79,60,91,99,45,49,79,100,73,80,83,70,83,50,95,96,35,93,35,35,67,97,71,86,80,59,53,61,62,36,41,96,84,53,49,53,48,64,93,6,2
male,group B,associate's degree,standard,none,90,78,81,59,62,46,41,80,37,68,67,38,93,43,41,60,97,91,73,80,59,60,44,69,70,53,68,43,78,91,48,74,99,38,72,78,52,37,49,55,74,86,66,41,90,41,59,79,85,41,93,38,6,3
female,group C,bachelor's degree,standard,none,83,93,95,99,62,53,70,51,49,66,100,70,98,38,42,63,58,89,53,95,40,70,73,69,96,38,53,66,96,36,77,59,54,57,60,86,76,61,77,96,77,44,37,91,78,77,43,45,60,36,85,57,6,4
female,group B,some college,free/reduced,none,61,68,66,59,94,40,83,73,85,58,68,99,93,38,57,84,51,44,91,57,73,61,67,60,52,57,93,74,90,36,49,65,100,78,92,56,38,43,44,49,75,55,83,88,39,85,50,68,49,38,71,72,6,5
male,group D,some high school,standard,completed,76,70,69,49,97,65,49,89,69,41,87,61,91,36,62,97,40,90,64,65,100,55,59,44,52,67,75,54,65,73,71,47,80,62,48,75,59,82,53,73,65,71,76,46,87,36,43,56,66,98,54,53,6,6
male,group C,associate's degree,standard,none,49,51,43,91,98,54,55,92,92,97,80,51,71,47,84,98,45,83,98,90,44,78,65,49,91,79,94,75,41,65,41,88,92,91,44,38,51,79,58,88,39,78,62,100,82,92,41,77,93,86,43,38,7,7
female,group B,some high school,free/reduced,none,24,38,27,48,52,57,63,61,55,51,77,83,95,55,57,76,92,75,65,98,53,39,70,57,53,45,81,87,39,73,81,58,88,53,94,91,70,57,52,77,95,92,47,89,35,51,36,54,99,96,64,55,6,8
female,group D,some high school,free/reduced,completed,35,55,60,61,90,64,93,71,71,47,94,76,47,65,77,98,83,79,88,85,96,58,69,62,55,91,76,49,51,72,79,49,90,79,100,80,77,71,73,94,70,55,70,98,89,68,38,72,87,46,85,52,7,9
male,group C,high school,free/reduced,none,58,61,52,49,55,86,57,65,81,49,92,57,65,70,50,87,88,44,75,42,35,51,48,37,40,77,83,69,91,54,80,61,67,88,93,97,55,40,62,96,37,60,40,65,58,93,38,36,77,39,57,63,6,0
female,group C,high school,standard,none,61,73,63,51,100,94,54,95,50,80,40,35,81,77,70,35,93,44,90,67,80,73,97,77,71,66,67,58,98,45,49,96,70,46,79,62,51,72,40,64,88,43,89,36,96,70,72,48,81,67,64,41,6,1
female,group B,high school,standard,completed,69,76,74,39,43,96,68,89,66,36,47,87,92,82,43,92,78,100,65,36,67,100,95,94,57,93,56,47,36,59,40,75,84,84,40,59,90,91,38,69,53,67,40,50,57,84,75,75,81,94,35,49,6,2
male,group D,associate's degree,standard,completed,67,72,67,49,47,100,63,90,64,54,83,46,95,82,39,87,60,69,39,81,90,90,53,51,59,40,63,45,59,75,75,80,96,85,77,84,82,52,78,54,82,94,50,83,73,60,72,92,86,46,93,49,6,3
male,group D,some college,standard,none,79,73,67,68,73,42,53,94,39,86,91,93,90,67,45,68,60,97,55,49,56,80,83,43,49,64,61,88,36,84,100,46,71,42,91,36,75,64,78,40,51,70,47,39,42,47,38,71,76,53,44,94,6,4
female,group C,high school,standard,none,72,80,75,37,57,100,85,36,49,85,62,89,57,66,64,92,77,47,42,86,97,45,48,76,96,92,48,39,46,91,79,69,73,67,52,91,50,48,79,46,36,76,79,79,99,93,67,78,85,76,71,94,6,5
male,group B,some college,standard,none,62,61,57,74,45,53,64,82,46,91,86,56,48,83,65,79,82,55,53,38,75,60,86,68,95,37,89,41,44,57,61,54,70,90,63,51,50,98,94,80,92,70,45,84,92,36,80,50,94,94,77,81,6,6
female,group C,bachelor's degree,standard,completed,77,94,95,56,61,78,89,85,90,98,55,52,47,54,92,60,80,86,75,98,79,37,88,39,90,78,77,44,67,79,70,78,52,49,47,63,87,35,84,44,99,70,95,82,38,66,37,83,84,62,92,67,7,7
male,group D,high school,free/reduced,none,75,74,66,84,60,40,85,59,79,39,72,73,88,39,59,83,85,66,64,95,62,39,68,84,74,85,94,44,97,62,68,59,51,77,94,82,84,70,39,40,68,72,45,42,36,95,73,44,85,40,82,85,6,8
male,group E,associate's degree,standard,none,87,74,76,77,90,69,49,35,100,71,51,58,37,94,74,42,73,83,93,94,83,57,89,41,70,76,74,35,39,78,77,82,50,66,74,87,71,48,82,87,43,58,82,48,97,82,63,61,45,38,66,93,6,9
female,group B,bachelor's degree,standard,none,52,65,69,78,70,41,57,90,55,54,39,69,42,62,41,92,48,43,71,65,85,40,56,82,37,70,55,72,78,42,57,49,67,60,44,40,61,51,68,80,48,64,45,92,59,69,47,39,35,35,96,46,5,0
male,group E,some college,standard,none,66,57,52,54,68,84,80,50,76,55,41,75,97,91,90,85,48,80,50,82,57,66,73,68,87,90,67,65,82,79,100,42,87,70,57,53,55,75,75,71,61,52,35,57,64,57,43,63,39,96,59,37,6,1
female,group C,some college,standard,completed,63,78,80,96,98,75,54,68,55,86,55,82,50,86,55,65,65,86,60,93,46,40,78,40,77,66,80,65,100,68,39,60,44,47,55,86,39,46,84,83,41,42,65,59,48,90,70,51,96,63,90,59,6,2
female,group C,associate's degree,standard,none,46,58,57,91,74,91,56,45,96,82,51,45,71,49,92,92,41,45,55,82,40,48,76,45,36,54,67,99,50,70,47,48,91,81,43,43,48,83,100,86,39,84,83,39,58,76,84,45,57,84,90,88,6,3
female,group C,some college,standard,none,59,71,70,54,54,49,44,93,91,61,72,55,91,91,83,63,51,92,54,88,59,49,72,92,40,79,87,80,81,86,71,79,93,80,45,52,100,73,61,91,53,91,97,36,86,97,46,92,39,42,79,35,7,4
female,group B,bachelor's degree,standard,none,61,72,70,87,99,92,63,44,46,44,68,42,81,43,77,94,53,90,37,39,86,45,82,76,91,74,35,83,74,37,85,97,82,66,86,76,86,37,59,68,50,81,77,53,58,91,93,84,100,98,62,79,7,5
male,group A,associate's degree,standard,none,63,61,61,63,53,85,53,38,90,64,84,37,39,63,39,95,43,75,38,58,83,79,65,95,40,42,56,79,65,48,39,95,38,92,82,76,60,73,86,60,61,49,61,40,56,93,91,91,74,76,72,63,6,6
female,group C,some college,free/reduced,completed,42,66,69,45,35,80,70,66,65,62,53,94,73,87,78,50,87,93,64,65,69,66,68,42,49,41,94,69,67,42,100,81,89,49,98,55,57,61,53,77,84,75,49,36,79,87,98,78,70,87,61,96,6,7
male,group D,some college,free/reduced,none,59,62,61,48,51,97,76,48,83,47,69,89,64,93,100,79,61,35,45,89,64,58,42,95,37,52,81,48,50,67,47,68,84,69,99,55,65,54,76,43,36,81,46,38,83,96,78,79,53,62,35,93,6,8
female,group D,some college,standard,none,80,90,89,67,98,71,40,39,86,97,73,58,81,52,35,42,49,58,83,58,75,39,52,50,37,93,42,44,64,97,39,62,66,83,36,55,77,95,35,95,39,57,73,41,45,93,100,62,93,68,40,50,6,9
female,group B,high school,standard,none,58,62,59,70,37,68,87,80,69,46,48,97,92,49,97,99,87,70,47,50,48,74,51,91,81,54,73,57,83,42,40,62,87,58,38,51,48,74,47,57,69,72,65,99,91,72,53,58,85,48,69,36,6,0
male,group B,some high school,standard,completed,85,84,78,79,56,99,47,42,88,57,83,87,55,100,88,89,60,98,50,97,53,79,88,52,45,50,43,86,54,91,57,70,77,41,82,87,35,36,43,66,39,76,40,71,56,68,92,73,78,43,92,48,6,1
female,group C,some college,standard,none,52,58,58,99,73,97,77,51,40,72,100,95,63,61,46,88,36,68,35,67,69,44,78,70,91,74,69,91,66,88,35,91,88,35,57,55,36,79,84,55,47,58,69,98,76,50,58,77,64,60,38,95,6,2
female,group D,some high school,free/reduced,none,27,34,32,96,48,47,98,77,37,67,52,51,79,60,47,35,67,79,85,55,92,100,79,53,68,100,66,97,37,52,99,47,85,51,40,80,99,86,64,47,63,80,75,83,68,100,88,53,66,47,100,69,6,3
male,group C,some college,standard,none,59,60,58,54,53,89,87,100,97,42,71,96,68,86,40,48,58,88,41,93,69,52,68,89,79,37,60,65,62,48,47,63,44,90,72,66,73,62,97,89,38,72,88,85,95,68,80,35,42,75,79,60,6,4
male,group A,bachelor's degree,free/reduced,completed,49,58,60,89,70,67,79,53,41,66,87,42,48,76,54,100,74,57,94,88,57,73,76,60,88,46,69,82,97,98,86,58,75,100,58,59,75,74,53,84,99,38,40,47,55,92,48,74,77,38,46,57,6,5
male,group C,high school,standard,completed,69,58,53,68,60,99,81,71,76,44,66,64,65,70,55,78,85,79,78,63,56,71,86,62,67,67,79,44,100,81,67,82,69,97,82,93,84,82,50,38,53,63,55,91,96,100,86,53,75,84,36,51,7,6
male,group C,bachelor's degree,free/reduced,none,61,66,61,68,54,88,72,86,91,43,93,75,53,57,82,83,42,64,53,99,94,78,35,86,39,89,100,40,94,44,84,47,95,81,41,36,68,69,43,70,35,86,75,48,62,58,100,40,57,67,97,82,6,7
female,group A,some high school,free/reduced,none,44,64,58,48,45,43,52,96,45,98,46,37,88,44,38,54,50,94,53,45,68,66,35,84,57,58,66,73,47,71,51,38,84,90,78,44,94,73,51,44,49,78,69,94,50,42,59,90,69,57,74,38,6,8
female,group D,some high school,standard,none,73,84,85,44,44,86,59,48,37,56,61,80,53,59,85,51,86,54,76,79,69,53,59,39,79,48,49,47,89,54,73,95,71,58,35,98,95,60,82,81,46,58,62,53,52,90,99,94,98,56,84,84,6,9
male,group E,some college,standard,none,84,77,71,84,39,83,64,64,48,61,68,85,74,67,38,40,52,80,100,81,80,78,60,62,53,47,73,72,99,52,78,74,63,51,77,53,90,47,60,62,51,87,98,65,55,78,56,83,78,57,64,61,6,0
female,group C,some college,free/reduced,completed,45,73,70,99,94,40,39,63,43,76,44,98,45,35,75,37,54,73,46,42,83,62,36,99,88,62,35,87,43,69,100,51,60,52,56,65,46,93,72,41,54,78,38,65,37,61,94,96,80,48,96,84,6,1
male,group D,some high school,standard,none,74,74,72,35,80,88,69,64,50,57,65,88,66,50,78,86,97,53,45,100,55,78,49,88,77,35,99,64,82,75,95,54,70,66,67,87,90,89,37,86,87,55,36,64,70,66,58,82,98,92,60,66,7,2
female,group D,some college,standard,completed,82,97,96,66,87,84,73,59,97,43,51,92,91,48,40,44,97,63,52,41,42,90,68,79,87,81,58,36,91,72,91,80,57,73,43,60,93,40,41,95,38,43,79,71,78,56,87,47,92,77,36,66,6,3
female,group D,bachelor's degree,standard,none,59,70,73,68,74,83,55,52,62,41,40,59,92,97,40,51,60,55,50,45,36,56,55,77,57,76,85,59,81,56,73,75,84,51,62,50,65,37,87,62,62,76,48,99,55,87,88,43,90,52,39,39,6,4
male,group E,associate's degree,free/reduced,none,46,43,41,45,62,55,95,72,53,51,72,36,45,66,67,79,95,58,84,76,80,50,55,52,60,70,53,79,36,48,64,60,63,41,49,64,77,62,69,80,95,47,49,81,42,100,100,48,86,81,91,56,6,5
female,group D,some high school,standard,none,80,90,82,63,93,76,73,43,66,80,86,50,72,35,59,42,66,98,80,70,56,82,95,54,65,80,37,96,68,73,37,66,87,50,70,42,100,37,56,94,61,50,88,47,62,83,37,70,56,77,61,56,6,6
female,group D,master's degree,free/reduced,completed,85,95,100,93,42,47,57,82,75,56,40,64,70,91,83,56,78,99,52,98,84,75,35,87,50,45,53,50,35,40,63,71,45,43,74,100,51,50,37,45,54,68,55,80,69,63,59,97,72,84,77,60,6,7
female,group A,some high school,standard,none,71,83,77,43,98,100,66,45,98,98,73,90,66,50,62,89,80,86,66,71,42,53,42,95,39,79,62,65,77,54,36,76,89,78,54,58,67,63,79,89,82,52,65,83,50,67,98,61,69,73,78,86,7,8
male,group A,bachelor's degree,standard,none,66,64,62,94,38,63,82,73,39,67,48,64,37,36,100,95,71,52,89,99,88,39,99,73,77,66,62,46,97,94,90,92,61,60,84,59,74,72,43,73,100,35,69,44,78,85,81,42,95,87,58,75,6,9
female,group B,associate's degree,standard,none,80,86,83,98,55,99,62,35,83,56,92,47,53,68,55,64,89,37,52,67,39,77,80,53,83,91,68,86,61,59,62,82,51,63,94,53,43,43,36,91,46,74,79,44,59,98,51,42,39,70,61,90,6,0
male,group C,associate's degree,standard,completed,87,100,95,88,100,100,51,42,70,52,43,52,84,87,59,85,75,65,55,68,70,84,52,68,73,38,73,64,82,35,42,60,66,68,95,35,65,44,84,93,99,51,52,47,89,53,48,66,93,58,53,54,6,1
male,group C,master's degree,free/reduced,none,79,81,71,59,49,83,40,90,46,100,90,55,51,86,88,87,45,82,48,45,66,70,92,97,98,60,50,60,79,36,72,66,93,83,85,43,89,54,70,56,39,82,59,95,54,72,52,65,60,78,71,82,6,2
female,group E,some high school,free/reduced,none,38,49,45,61,43,55,49,50,70,54,51,99,86,85,98,49,95,83,53,86,58,55,100,92,61,91,41,78,87,62,50,57,94,66,58,45,100,90,98,80,90,91,67,44,46,40,58,72,38,39,65,81,6,3
female,group A,some high school,free/reduced,none,38,43,43,80,48,63,64,93,81,74,48,81,94,68,58,91,59,36,80,53,67,35,77,59,80,40,35,36,47,97,76,69,64,74,82,73,49,54,53,92,94,43,84,38,87,70,56,95,74,58,52,85,6,4
female,group E,some college,standard,none,67,76,75,47,62,85,66,63,64,95,52,88,53,43,45,56,37,100,52,42,71,51,39,43,83,70,69,74,78,70,63,97,68,92,57,83,92,87,45,41,95,41,59,94,51,62,40,46,40,88,41,72,6,5
female,group E,bachelor's degree,standard,none,64,73,70,65,42,81,39,61,93,91,64,58,93,55,85,73,44,77,57,94,66,87,62,42,44,84,55,70,35,77,92,84,94,38,94,35,58,98,55,51,88,77,100,59,95,39,51,62,82,77,44,73,6,6
female,group C,associate's degree,free/reduced,none,57,78,67,48,62,85,48,100,91,49,83,96,66,60,88,71,36,59,56,41,88,91,100,46,56,88,86,91,62,93,47,69,55,85,90,48,91,53,76,72,69,93,42,40,50,36,35,66,66,91,96,82,6,7
female,group D,high school,standard,none,62,64,64,98,69,41,77,94,51,57,85,40,37,65,45,90,73,92,91,46,95,57,56,84,61,80,61,93,40,99,84,53,37,100,82,73,93,52,50,70,41,38,90,63,65,98,57,91,52,92,50,84,6,8
male,group D,master's degree,standard,none,73,70,75,89,53,35,63,42,49,37,72,92,71,83,71,38,56,75,53,77,59,54,76,53,99,59,74,65,87,45,40,94,69,65,53,58,74,89,59,59,66,69,73,73,70,53,57,73,63,88,35,39,6,9
male,group E,some high school,free/reduced,completed,73,67,59,66,46,65,54,62,69,58,46,98,78,37,45,59,40,50,90,85,67,35,66,47,51,61,47,38,90,39,55,78,64,67,62,80,71,48,62,61,65,52,55,95,64,46,64,42,61,55,75,85,6,0
female,group D,some college,standard,none,77,68,77,96,73,44,71,54,70,65,52,79,39,51,51,77,76,95,37,97,87,37,73,76,57,89,74,41,91,81,80,72,38,61,37,58,92,100,37,79,42,70,35,72,94,73,98,79,57,37,78,72,6,1
male,group E,some college,standard,none,76,67,67,69,74,74,41,35,35,37,47,75,80,89,92,45,61,92,54,76,59,67,43,64,84,59,80,50,55,82,52,72,97,76,63,58,47,59,48,49,99,70,90,39,59,65,68,97,95,74,77,86,6,2
male,group C,associate's degree,standard,completed,57,54,56,43,37,67,45,89,61,48,37,94,71,44,76,97,56,69,56,37,45,36,35,43,44,98,82,58,60,74,45,39,82,99,61,56,35,49,57,89,38,69,84,66,48,89,84,80,58,39,60,79,6,3
female,group C,some high school,standard,completed,65,74,77,65,69,36,78,39,97,93,71,86,78,87,73,42,75,87,39,50,62,47,39,68,61,84,53,38,73,69,58,49,78,79,55,65,87,100,94,93,88,100,60,98,75,62,76,67,58,49,74,100,7,4
male,group A,high school,free/reduced,none,48,45,41,50,38,55,83,37,54,87,94,80,84,91,56,50,68,45,41,46,88,58,53,62,53,58,90,42,45,69,51,55,41,53,91,55,97,50,81,64,87,47,51,37,95,50,75,52,99,36,70,51,6,5
female,group B,high school,free/reduced,none,50,67,63,36,63,81,85,84,81,60,53,42,82,46,39,64,55,95,35,41,53,36,56,96,84,37,46,58,96,61,67,55,74,46,44,97,94,46,64,70,63,74,44,49,89,82,37,84,96,41,44,61,6,6
female,group C,associate's degree,standard,none,85,89,95,93,39,97,40,94,40,67,88,39,92,47,54,49,57,48,73,43,58,97,79,56,43,68,68,90,98,79,65,69,49,94,68,50,56,71,46,88,58,43,79,48,45,45,56,64,79,64,73,67,6,7
male,group B,some high school,standard,none,74,63,57,78,45,77,65,70,94,52,84,37,95,83,67,63,35,49,63,53,37,76,49,76,90,68,76,42,53,79,38,85,49,94,94,78,64,93,62,84,99,93,75,88,52,53,73,93,78,75,86,98,7,8
male,group D,some high school,standard,none,60,59,54,71,39,77,73,57,61,97,50,46,73,65,57,53,72,87,54,81,37,92,43,92,65,42,39,71,80,74,40,51,48,38,39,89,77,58,51,50,78,83,36,87,71,83,64,45,90,61,87,91,6,9
female,group C,some high school,standard,completed,59,54,67,56,64,98,36,68,47,59,54,46,67,73,100,52,93,85,39,70,67,78,69,81,95,54,69,49,71,63,35,90,74,76,61,65,71,52,77,89,99,77,68,66,38,53,51,52,94,73,77,87,6,0
male,group A,some college,standard,none,53,43,43,90,92,72,85,60,96,83,44,80,84,68,84,99,90,68,46,49,58,49,45,53,50,80,45,69,56,41,46,74,74,41,69,87,70,79,97,97,43,36,69,48,86,37,50,61,89,61,60,38,6,1
female,group A,some college,free/reduced,none,49,65,55,54,50,62,54,53,72,68,42,88,86,37,47,69,37,69,36,68,93,92,53,50,53,54,38,40,40,63,43,98,68,65,59,73,97,56,37,57,37,94,39,36,82,45,58,86,45,65,42,84,5,2
female,group D,high school,standard,completed,88,99,100,86,66,37,39,69,57,95,66,61,87,55,48,61,47,72,90,82,56,39,72,43,41,90,92,98,35,38,56,100,85,55,59,53,43,65,47,94,37,66,44,71,38,68,74,84,81,41,88,68,6,3
female,group C,high school,standard,none,54,59,62,36,77,97,38,35,37,77,71,59,50,37,51,63,58,56,99,38,52,86,97,48,43,56,80,70,74,91,85,70,53,87,36,86,55,74,97,36,75,57,52,52,59,98,74,64,70,82,88,35,6,4
female,group C,some high school,standard,none,63,73,68,44,99,93,36,37,64,84,98,90,86,51,50,43,41,72,56,93,52,36,86,71,74,94,89,67,40,54,97,74,40,63,47,43,91,93,53,80,52,53,70,76,52,61,42,78,100,62,51,64,6,5
male,group B,associate's degree,standard,completed,65,65,63,51,68,59,38,96,82,59,62,54,77,94,36,76,81,94,41,43,94,79,46,69,39,63,53,57,93,68,90,90,50,45,56,80,53,60,52,91,56,99,77,94,42,42,84,37,68,74,74,55,6,6
female,group B,associate's degree,standard,none,82,80,77,94,79,47,64,81,50,49,45,49,77,82,44,53,35,64,43,66,40,47,63,91,76,91,49,58,83,100,72,46,52,71,84,63,76,79,98,68,93,44,80,79,69,86,67,61,42,54,47,38,6,7
female,group D,high school,free/reduced,completed,52,57,56,93,49,95,42,85,40,45,61,85,38,45,67,80,64,35,81,62,81,90,62,60,73,98,91,52,76,63,37,72,41,94,90,98,89,40,42,42,74,60,71,95,35,65,64,68,56,69,94,52,6,8
male,group D,associate's degree,standard,completed,87,84,85,43,77,88,43,74,85,96,80,50,46,79,86,91,81,96,36,76,95,45,51,47,85,36,59,40,52,51,44,71,99,43,99,48,47,39,36,90,41,54,67,46,71,44,62,84,89,55,57,57,6,9
female,group D,master's degree,standard,completed,70,71,74,87,52,94,92,81,92,74,59,74,77,82,55,89,71,71,86,73,98,89,69,63,46,98,36,94,65,80,88,62,74,92,90,57,55,47,58,82,81,74,90,51,44,48,96,67,37,36,42,98,7,0
male,group E,some college,standard,completed,84,83,78,44,90,77,94,61,55,97,62,64,36,36,36,72,45,70,79,71,35,76,37,68,60,62,51,63,53,66,36,68,96,39,63,65,99,73,71,44,78,69,57,70,55,63,87,82,88,77,96,80,6,1
male,group D,associate's degree,standard,none,71,66,60,62,41,85,68,89,64,54,52,92,79,54,83,52,72,82,96,80,74,86,68,78,63,46,48,94,68,43,87,44,67,82,69,36,99,74,67,85,59,92,56,96,42,73,78,58,71,89,85,42,6,2
male,group B,some high school,standard,completed,63,67,67,77,36,49,58,38,84,35,82,72,81,61,77,93,59,44,80,91,83,93,88,65,90,90,86,81,96,59,52,91,48,52,78,63,81,54,99,56,38,82,56,43,38,56,89,57,43,80,76,97,6,3
female,group C,bachelor's degree,free/reduced,completed,51,72,79,64,47,84,49,85,85,65,98,38,100,37,100,50,58,100,69,85,92,70,79,41,96,65,65,41,87,99,53,38,66,69,82,35,75,65,97,37,90,49,54,89,38,98,75,89,83,69,75,94,7,4
male,group E,high school,standard,none,84,73,69,45,42,66,77,51,47,65,67,40,35,58,72,81,72,40,58,92,67,86,43,37,75,57,53,77,77,57,89,59,92,85,52,65,83,72,44,85,79,77,39,59,69,74,64,50,72,51,79,57,6,5
male,group C,bachelor's degree,standard,completed,71,74,68,64,41,35,73,40,79,88,70,75,69,82,64,82,43,47,95,87,100,64,77,94,66,74,60,59,50,76,67,90,44,93,36,70,66,37,36,79,78,63,83,62,96,63,43,95,90,59,68,59,6,6
male,group C,associate's degree,standard,none,74,73,67,50,57,39,96,98,36,95,89,47,54,71,68,73,66,90,53,40,91,41,64,48,96,80,50,80,77,45,55,81,56,74,82,53,63,46,82,43,54,56,92,82,87,75,66,60,90,61,91,74,6,7
male,group D,some college,standard,none,68,59,62,45,99,40,54,86,71,91,97,91,46,98,97,69,67,75,79,84,80,60,58,67,42,36,56,77,78,98,43,58,88,76,84,37,70,40,57,81,84,68,87,97,67,36,95,98,88,54,76,72,7,8
male,group E,high school,free/reduced,completed,57,56,54,66,74,64,46,76,37,89,69,68,36,52,46,77,35,83,36,95,59,78,99,64,94,91,40,53,38,91,58,81,85,38,43,70,51,57,63,80,80,54,100,76,93,67,47,94,54,56,83,44,6,9
female,group C,associate's degree,free/reduced,completed,82,93,93,81,70,88,36,78,55,57,73,94,69,80,54,51,66,68,39,100,72,83,60,56,62,43,68,81,35,60,83,86,57,60,35,63,100,42,87,43,61,52,58,96,36,99,45,45,93,74,50,36,6,0
female,group D,high school,standard,completed,57,58,64,82,54,51,38,84,48,42,51,59,44,49,77,52,68,48,40,50,41,53,63,73,95,66,58,51,62,58,50,60,58,52,78,56,52,76,98,72,87,67,86,68,84,85,75,66,67,57,54,67,6,1
female,group D,master's degree,free/reduced,completed,47,58,67,76,83,50,74,87,67,99,47,98,43,91,63,93,51,64,75,92,53,87,37,48,66,36,100,90,48,85,55,77,37,65,64,43,46,51,67,49,54,58,81,49,95,89,66,49,86,52,94,91,6,2
female,group A,some high school,standard,completed,59,85,80,38,54,97,36,77,75,62,82,41,74,99,54,55,90,89,56,83,56,69,86,39,71,51,42,76,55,97,67,55,84,63,75,38,92,80,63,84,56,53,87,47,84,96,91,64,53,65,72,68,6,3
male,group B,some college,free/reduced,none,41,39,34,79,66,60,65,69,97,68,98,100,88,65,72,49,89,35,38,70,89,68,47,49,73,88,58,89,50,66,87,62,76,63,92,95,62,65,79,99,94,59,97,75,63,58,71,69,57,67,92,75,7,4
female,group C,some college,free/reduced,none,62,67,62,100,68,52,82,85,70,90,46,36,51,81,86,76,36,37,38,81,40,63,43,85,87,58,62,60,38,98,63,90,82,42,75,75,100,77,74,50,54,84,55,74,68,54,57,99,83,62,92,44,6,5
male,group C,bachelor's degree,standard,none,86,83,86,81,65,42,47,99,83,72,96,47,35,83,41,66,88,79,59,91,62,54,76,75,54,89,43,68,48,56,52,81,93,67,91,79,73,70,89,73,49,80,45,46,41,36,91,77,59,56,98,85,6,6
male,group C,some high school,free/reduced,none,69,71,65,78,50,52,42,98,35,44,96,38,63,98,68,58,81,67,53,86,100,47,50,100,66,92,58,70,83,36,59,66,96,91,93,75,60,72,75,68,37,100,73,60,77,56,93,74,69,66,59,61,6,7
male,group A,some high school,free/reduced,none,65,59,53,39,39,71,44,48,57,76,86,87,48,69,53,80,36,43,98,47,83,91,74,89,88,55,80,96,90,82,79,46,76,89,44,45,61,85,98,47,66,55,64,40,75,35,96,72,44,76,45,65,6,8
male,group C,some high school,free/reduced,none,68,63,54,43,100,84,58,64,80,97,42,57,93,67,48,39,42,94,54,47,36,92,48,49,56,55,52,45,82,78,47,45,49,88,50,92,43,57,64,99,79,76,82,92,83,53,70,78,63,39,66,46,6,9
male,group C,associate's degree,free/reduced,none,64,66,59,82,46,65,38,98,86,37,40,43,58,69,87,98,98,43,46,64,47,51,83,45,99,35,85,50,63,67,85,54,54,89,53,92,49,72,48,67,76,57,38,66,51,38,77,46,89,81,46,83,6,0
